units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,sites,samples
NISP,NA,pollen,25879,NA,Vascular plants,pollen,Anemone sect. Hepatica-type,UPHE,1,1
NISP,NA,pollen,27457,NA,Vascular plants,pollen,Oxyria-type,UPHE,2,15
NISP,NA,pollen,27573,NA,Vascular plants,pollen,Ranunculus sect. Batrachium,AQVP,13,155
NISP,NA,pollen,27585,NA,Vascular plants,pollen,Arnica montana,UPHE,1,2
NISP,NA,pollen,27587,NA,Vascular plants,pollen,Silenoideae-type,UPHE,12,82
NISP,NA,pollen,27588,NA,Vascular plants,pollen,Cerastium arvense-type,UPHE,6,18
NISP,NA,pollen,27589,NA,Vascular plants,pollen,Cerastium cerastoides-type,UPHE,6,27
NISP,NA,pollen,27595,NA,Vascular plants,pollen,Medicago falcata-type,UPHE,1,3
NISP,NA,pollen,27596,NA,Vascular plants,pollen,Minuartia-type,UPHE,4,7
NISP,NA,pollen,27605,NA,Vascular plants,pollen,Seseli-type,UPHE,1,1
NISP,NA,pollen,27606,NA,Vascular plants,pollen,Soldanella,UPHE,1,1
NISP,NA,pollen,27625,NA,Vascular plants,pollen,Rhus-type,TRSH,1,3
NISP,NA,pollen,27639,NA,Vascular plants,pollen,Chamaenerion angustifolium-type,UPHE,1,2
NISP,NA,pollen,27650,NA,Vascular plants,pollen,Sium latifolium-type,UPHE,1,2
NISP,NA,pollen,27661,NA,Vascular plants,pollen,Humulus/Cannabis-type,UPHE,6,40
NISP,NA,pollen,27662,NA,Vascular plants,pollen,Bruckenthalia-type,TRSH,1,5
NISP,NA,pollen,27718,NA,Vascular plants,pollen,Consolida-type,UPHE,6,32
NISP,NA,pollen,27719,NA,Vascular plants,pollen,Cuscuta epithymum,UPHE,1,10
NISP,NA,pollen,27948,NA,Vascular plants,pollen,Comarum,AQVP,18,337
NISP,NA,pollen,27949,NA,Vascular plants,pollen,Comarum palustre,AQVP,2,20
NISP,NA,pollen,27951,NA,Vascular plants,pollen,Comarum-type,UPHE,4,36
NISP,NA,pollen,27966,NA,Vascular plants,pollen,Chamaenerion,UPHE,6,42
NISP,NA,pollen,29439,NA,Vascular plants,pollen,Sagittaria-type,AQVP,1,1
NISP,NA,pollen,29810,NA,Vascular plants,pollen,Orlaya grandiflora,UPHE,1,1
NISP,NA,pollen,30385,NA,Vascular plants,pollen,Plantago sp.,UPHE,2,3
NISP,NA,pollen,30933,NA,Vascular plants,pollen,Actaea spicata,UPHE,2,3
NISP,NA,pollen,30937,NA,Vascular plants,pollen,Adonis annua-type,UPHE,1,5
NISP,NA,pollen,30938,NA,Vascular plants,pollen,Adonis aestivalis-type,UPHE,1,3
NISP,NA,pollen,30939,NA,Vascular plants,pollen,Adonis aestivalis/A. flammea,UPHE,1,5
NISP,NA,pollen,30941,NA,Vascular plants,pollen,Aethusa cynapium,UPHE,1,1
NISP,NA,pollen,30978,NA,Vascular plants,pollen,Androsace elongata-type,UPHE,2,11
NISP,NA,pollen,31001,NA,Vascular plants,pollen,Anemone nemorosa group,UPHE,1,1
NISP,NA,pollen,31031,NA,Vascular plants,pollen,Aphanes,UPHE,1,1
NISP,NA,pollen,31050,NA,Vascular plants,pollen,Arenaria serpyllifolia-type,UPHE,1,1
NISP,NA,pollen,31234,NA,Vascular plants,pollen,Astragalus exscapus,UPHE,1,2
NISP,NA,pollen,31235,NA,Vascular plants,pollen,Astrantia major,UPHE,1,1
NISP,NA,pollen,31264,NA,Vascular plants,pollen,Bambusa-type,UPHE,1,2
NISP,NA,pollen,31266,NA,Vascular plants,pollen,Ranunculus sect. Batrachium-type,UPHE,4,17
NISP,NA,pollen,31300,NA,Vascular plants,pollen,Bryonia alba/Helianthemum,UPHE,1,27
NISP,NA,pollen,31405,NA,Vascular plants,pollen,Campanula/Phyteuma,UPHE,1,3
NISP,NA,pollen,31465,NA,Vascular plants,pollen,Carum carvi,UPHE,1,1
NISP,NA,pollen,31468,NA,Vascular plants,pollen,Sileneae,UPHE,28,275
NISP,NA,pollen,31492,NA,Vascular plants,pollen,Cedrus-type,TRSH,1,1
NISP,NA,pollen,31494,NA,Vascular plants,pollen,Centaurea alpina-type,UPHE,1,3
NISP,NA,pollen,31500,NA,Vascular plants,pollen,Centaurea stoebe-type,UPHE,2,7
NISP,NA,pollen,31509,NA,Vascular plants,pollen,Centaurea jacea/C. stoebe,UPHE,1,14
NISP,NA,pollen,31515,NA,Vascular plants,pollen,Centaurea sp.,UPHE,1,2
NISP,NA,pollen,31534,NA,Vascular plants,pollen,Poaceae (Cerealia) excluding Secale,UPHE,1,26
NISP,NA,pollen,31622,NA,Vascular plants,pollen,Chaerophyllum hirsutum,UPHE,2,5
NISP,NA,pollen,31744,NA,Vascular plants,pollen,cf. Helianthemum,UPHE,1,1
NISP,NA,pollen,31875,NA,Vascular plants,pollen,Illecebrum verticillatum,UPHE,1,1
NISP,NA,pollen,31999,NA,Vascular plants,pollen,Falcaria-type,UPHE,1,3
NISP,NA,pollen,32003,NA,Vascular plants,pollen,Laserpitium latifolium-type,UPHE,1,1
NISP,NA,pollen,32275,NA,Vascular plants,pollen,Silene flos-cuculi,UPHE,8,65
NISP,NA,pollen,32277,NA,Vascular plants,pollen,Silene viscaria-type,UPHE,1,1
NISP,NA,pollen,32447,NA,Vascular plants,pollen,Silene vulgaris,UPHE,1,1
NISP,NA,pollen,32529,NA,Vascular plants,pollen,Microrrhinum minus,UPHE,1,1
NISP,NA,pollen,32543,NA,Vascular plants,pollen,Onopordum,UPHE,1,3
NISP,NA,pollen,32591,NA,Vascular plants,pollen,Potentilla/Comarum-type,UPHE,11,85
NISP,NA,pollen,32595,NA,Vascular plants,pollen,Coniferae-type,TRSH,1,8
NISP,NA,pollen,32600,NA,Vascular plants,pollen,Consolida regalis,UPHE,1,2
NISP,NA,pollen,32610,NA,Vascular plants,pollen,Coronilla undiff.,UPHE,1,1
NISP,NA,pollen,32687,NA,Vascular plants,pollen,Descurainia sophia,UPHE,1,1
NISP,NA,pollen,32738,NA,Vascular plants,pollen,Empetrum nigrum-type,TRSH,1,89
NISP,NA,pollen,32772,NA,Vascular plants,pollen,Eranthis hyemalis-type,UPHE,1,1
NISP,NA,pollen,32834,NA,Vascular plants,pollen,Filipendula ulmaria/F. vulgaris,UPHE,1,18
NISP,NA,pollen,32850,NA,Vascular plants,pollen,Fumaria-type,UPHE,1,2
NISP,NA,pollen,32872,NA,Vascular plants,pollen,Galeopsis/Ballota-type,UPHE,1,4
NISP,NA,pollen,32917,NA,Vascular plants,pollen,Glaucium corniculatum,UPHE,1,1
NISP,NA,pollen,32924,NA,Vascular plants,pollen,Gratiola officinalis,UPHE,1,1
NISP,NA,pollen,32965,NA,Vascular plants,pollen,Anemone hepatica,UPHE,1,1
NISP,NA,pollen,33022,NA,Vascular plants,pollen,Hypericum perforatum/H. androsaemum-type,UPHE,1,23
NISP,NA,pollen,33042,NA,Vascular plants,pollen,Impatiens parviflora,UPHE,1,12
NISP,NA,pollen,33057,NA,Vascular plants,pollen,Juglandaceae-type,TRSH,1,6
NISP,NA,pollen,33069,NA,Vascular plants,pollen,Knautia arvensis-type,UPHE,3,6
NISP,NA,pollen,33079,NA,Vascular plants,pollen,Lamium album-type,UPHE,1,2
NISP,NA,pollen,33098,NA,Vascular plants,pollen,Vicia/Lathyrus-type,UPHE,1,3
NISP,NA,pollen,33166,NA,Vascular plants,pollen,Listera ovata,UPHE,1,1
NISP,NA,pollen,33237,NA,Vascular plants,pollen,Magnolia-type,TRSH,1,3
NISP,NA,pollen,33239,NA,Vascular plants,pollen,Malus undiff.,TRSH,1,1
NISP,NA,pollen,33295,NA,Vascular plants,pollen,Myriophyllum heterophyllum,AQVP,3,44
NISP,NA,pollen,33318,NA,Vascular plants,pollen,Nymphaea undiff.,AQVP,1,3
NISP,NA,pollen,33320,NA,Vascular plants,pollen,Normapolles,TRSH,1,1
NISP,NA,pollen,33322,NA,Vascular plants,pollen,Nymphoides peltata-type,AQVP,1,1
NISP,NA,pollen,33346,NA,Vascular plants,pollen,Ornithogalum umbellatum-type,UPHE,1,1
NISP,NA,pollen,33362,NA,Vascular plants,pollen,Papaver somniferum,UPHE,1,4
NISP,NA,pollen,33479,NA,Vascular plants,pollen,Pimpinella major,UPHE,1,11
NISP,NA,pollen,33481,NA,Vascular plants,pollen,Pimpinella major/P. saxifraga,UPHE,1,4
NISP,NA,pollen,33541,NA,Vascular plants,pollen,Poaceae (Cerealia-type excluding Secale),UPHE,2,77
NISP,NA,pollen,33545,NA,Vascular plants,pollen,Podocarpus-type,TRSH,1,3
NISP,NA,pollen,33583,NA,Vascular plants,pollen,Koenigia alpina,UPHE,1,2
NISP,NA,pollen,33633,NA,Vascular plants,pollen,Potentilla/Fragaria,UPHE,1,6
NISP,NA,pollen,33641,NA,Vascular plants,pollen,Primula clusiana-type,UPHE,1,1
NISP,NA,pollen,33679,NA,Vascular plants,pollen,Quercus pubescens,TRSH,1,14
NISP,NA,pollen,33799,NA,Vascular plants,pollen,Ribes uva-crispa,TRSH,1,1
NISP,NA,pollen,33823,NA,Vascular plants,pollen,Poterium sanguisorba,UPHE,12,14
NISP,NA,pollen,33824,NA,Vascular plants,pollen,Poterium sanguisorba subsp. sanguisorba,UPHE,2,5
NISP,NA,pollen,33850,NA,Vascular plants,pollen,Rumex cf. R. alpinus,UPHE,1,1
NISP,NA,pollen,33859,NA,Vascular plants,pollen,Rumex/Oxyria-type,UPHE,1,1
NISP,NA,pollen,33877,NA,Vascular plants,pollen,Sagina procumbens-type,UPHE,1,1
NISP,NA,pollen,33892,NA,Vascular plants,pollen,Sambucus nigra/S. racemosa,TRSH,1,4
NISP,NA,pollen,33934,NA,Vascular plants,pollen,Scabiosa columbaria subsp. pratensis-type,UPHE,1,2
NISP,NA,pollen,33948,NA,Vascular plants,pollen,Scandix pecten-veneris/Caucalis platycarpos,UPHE,1,1
NISP,NA,pollen,33957,NA,Vascular plants,pollen,Sciadopitys-type,TRSH,1,3
NISP,NA,pollen,33958,NA,Vascular plants,pollen,Scleranthus annuus-type,UPHE,2,3
NISP,NA,pollen,33959,NA,Vascular plants,pollen,Scleranthus cf. S. annuus,UPHE,1,2
NISP,NA,pollen,33960,NA,Vascular plants,pollen,Scleranthus cf. S. perennis,UPHE,1,2
NISP,NA,pollen,33961,NA,Vascular plants,pollen,Scleranthus perennis-type,UPHE,1,1
NISP,NA,pollen,33980,NA,Vascular plants,pollen,Securigera varia,UPHE,1,1
NISP,NA,pollen,34005,NA,Vascular plants,pollen,Silene latifolia,UPHE,1,1
NISP,NA,pollen,34035,NA,Vascular plants,pollen,Sorbus aria-type,TRSH,1,2
NISP,NA,pollen,34036,NA,Vascular plants,pollen,Sorbus torminalis,TRSH,2,2
NISP,NA,pollen,34037,NA,Vascular plants,pollen,Sorbus group,TRSH,1,2
NISP,NA,pollen,34042,NA,Vascular plants,pollen,Typha angustifolia/Sparganium-type,AQVP,10,50
NISP,NA,pollen,34073,NA,Vascular plants,pollen,Symphytum cf. S. officinale,UPHE,1,7
NISP,NA,pollen,34082,NA,Vascular plants,pollen,Pinus (Tertiary),TRSH,1,1
NISP,NA,pollen,34103,NA,Vascular plants,pollen,Thesium-type,UPHE,1,1
NISP,NA,pollen,34162,NA,Vascular plants,pollen,Tsuga diversifolia-type,TRSH,1,1
NISP,NA,pollen,34163,NA,Vascular plants,pollen,Tsuga-type,TRSH,1,7
NISP,NA,pollen,34171,NA,Vascular plants,pollen,Turgenia latifolia,UPHE,1,1
NISP,NA,pollen,34185,NA,Vascular plants,pollen,Umbilicus rupestris-type,UPHE,1,3
NISP,NA,pollen,34220,NA,Vascular plants,pollen,Valeriana cf. V. officinalis,UPHE,3,16
NISP,NA,pollen,34247,NA,Vascular plants,pollen,Viola canina-type,UPHE,1,1
NISP,NA,pollen,34674,NA,Vascular plants,pollen,Anthemis arvensis-type,UPHE,1,16
NISP,NA,pollen,38081,NA,Vascular plants,pollen,Silene-type undiff.,UPHE,1,1
NISP,NA,pollen,39196,NA,Vascular plants,pollen,Lotus pedunculatus,UPHE,4,18
NISP,NA,pollen,41052,NA,Vascular plants,pollen,cf. Androsace,UPHE,1,2
NISP,NA,pollen,41697,NA,Vascular plants,pollen,Adenostyles alliariae,UPHE,1,1
NISP,NA,pollen,41698,NA,Vascular plants,pollen,Petasites hybridus-type,UPHE,1,2
NISP,NA,pollen,41699,NA,Vascular plants,pollen,Ranunculus acris/R. flammula/R. sceleratus group,UPHE,1,16
NISP,NA,pollen,41700,NA,Vascular plants,pollen,Senecio/Aster,UPHE,1,10
NISP,NA,pollen,41790,NA,Vascular plants,pollen,"Juncus sp. (type 2.2, MI)",AQVP,1,1
NISP,NA,pollen/spore,312,NA,Unidentified palynomorphs,pollen/spore,Indeterminable,UNID,1,26
NISP,NA,pollen/spore,313,NA,Unidentified palynomorphs,pollen/spore,Unknown,UNID,23,667
NISP,NA,pollen/spore,905,NA,Unidentified palynomorphs,pollen/spore,Indeterminable undiff.,UNID,1,51
NISP,NA,pollen/spore,3713,NA,Unidentified palynomorphs,pollen/spore,Varia,UNID,57,2165
NISP,NA,"postabdomen, male",38571,NA,Crustaceans undiff.,"postabdomen, male","Alona rustica (type 72, HdV)",CLAD,1,1
NISP,NA,spermatophore,2186,NA,Crustaceans undiff.,spermatophore,Copepoda,COPE,8,64
NISP,NA,spicule,5133,NA,Sponges,spicule,Porifera,SPNG,1,1
NISP,NA,spore,26,NA,Vascular plants,spore,Athyrium,VACR,2,36
NISP,NA,spore,33,NA,Vascular plants,spore,Botrychium,VACR,44,231
NISP,NA,spore,83,NA,Vascular plants,spore,Dryopteris-type,VACR,20,744
NISP,NA,spore,91,NA,Vascular plants,spore,Equisetum,VACR,74,1686
NISP,NA,spore,115,NA,Fungi,spore,Fungi undiff.,FUNG,3,60
NISP,NA,spore,139,NA,Vascular plants,spore,Isoëtes,AQVP,1,1
NISP,NA,spore,166,NA,Vascular plants,spore,Lycopodiaceae undiff.,VACR,2,3
NISP,NA,spore,167,NA,Vascular plants,spore,Diphasiastrum alpinum,VACR,1,30
NISP,NA,spore,168,NA,Vascular plants,spore,Lycopodium annotinum,VACR,56,370
NISP,NA,spore,170,NA,Vascular plants,spore,Lycopodium clavatum,VACR,44,178
NISP,NA,spore,172,NA,Vascular plants,spore,Lycopodiella inundata,VACR,4,6
NISP,NA,spore,175,NA,Vascular plants,spore,Huperzia selago,VACR,7,19
NISP,NA,spore,184,NA,Unidentified palynomorphs,spore,Unknown (monolete) undiff.,UNID,5,150
NISP,NA,spore,234,NA,Vascular plants,spore,Polypodiaceae,VACR,42,1022
NISP,NA,spore,286,NA,Vascular plants,spore,Selaginella,VACR,3,5
NISP,NA,spore,294,NA,Bryophytes,spore,Sphagnum,AQBR,77,2145
NISP,NA,spore,305,NA,Unidentified palynomorphs,spore,Unknown (trilete) undiff.,UNID,7,60
NISP,NA,spore,313,NA,Unidentified palynomorphs,spore,Unknown,UNID,4,74
NISP,NA,spore,339,NA,Unidentified palynomorphs,spore,Unknown (trilete),UNID,1,5
NISP,NA,spore,348,NA,Unidentified palynomorphs,spore,Unknown (monolete),UNID,14,628
NISP,NA,spore,508,NA,Vascular plants,spore,Ophioglossum,VACR,13,28
NISP,NA,spore,535,NA,Fungi,spore,Fungi,FUNG,6,116
NISP,NA,spore,573,NA,Vascular plants,spore,Athyrium filix-femina,VACR,6,20
NISP,NA,spore,604,NA,Vascular plants,spore,Cystopteris,VACR,1,2
NISP,NA,spore,613,NA,Vascular plants,spore,Dryopteris,VACR,2,67
NISP,NA,spore,648,NA,Vascular plants,spore,Diphasiastrum complanatum,VACR,1,2
NISP,NA,spore,649,NA,Vascular plants,spore,Diphasiastrum alpinum-type,VACR,1,7
NISP,NA,spore,650,NA,Vascular plants,spore,Lycopodium annotinum-type,VACR,5,23
NISP,NA,spore,677,NA,Vascular plants,spore,Pteridophyta,VACR,3,81
NISP,NA,spore,720,NA,Vascular plants,spore,Pteridium aquilinum,VACR,46,517
NISP,NA,spore,750,NA,Vascular plants,spore,Selaginella selaginoides,VACR,19,73
NISP,NA,spore,807,NA,Vascular plants,spore,Pteridium,VACR,22,85
NISP,NA,spore,834,NA,Vascular plants,spore,Dryopteris carthusiana-type,VACR,1,2
NISP,NA,spore,835,NA,Vascular plants,spore,Polypodium,VACR,15,430
NISP,NA,spore,1109,NA,Fungi,spore,Tilletia sphagni,FUNG,12,92
NISP,NA,spore,1125,NA,Vascular plants,spore,Lycopodium clavatum-type,VACR,3,11
NISP,NA,spore,1164,NA,Bryophytes,spore,Bryales,UPBR,40,614
NISP,NA,spore,1167,NA,Bryophytes,spore,Marchantiophyta,UPBR,3,8
NISP,NA,spore,1168,NA,Bryophytes,spore,Bryophyta,UPBR,10,203
NISP,NA,spore,1180,NA,Vascular plants,spore,Lycopodiaceae,VACR,12,95
NISP,NA,spore,1331,NA,Vascular plants,spore,Ophioglossum vulgatum,VACR,2,3
NISP,NA,spore,1343,NA,Bryophytes,spore,Riccia,AQBR,3,3
NISP,NA,spore,1344,NA,Bryophytes,spore,Anthoceros,UPBR,5,17
NISP,NA,spore,1345,NA,Vascular plants,spore,Dryopteris filix-mas-type,VACR,4,8
NISP,NA,spore,1348,NA,Vascular plants,spore,Asplenium,VACR,1,1
NISP,NA,spore,1370,NA,Vascular plants,spore,Thelypteris palustris,VACR,7,60
NISP,NA,spore,1489,NA,Fungi,spore,Sporormiella,FUNG,1,8
NISP,NA,spore,1490,NA,Fungi,spore,Thecaphora,FUNG,4,18
NISP,NA,spore,1615,NA,Vascular plants,spore,Hymenophyllum,VACR,1,3
NISP,NA,spore,1801,NA,Bryophytes,spore,Anthoceros laevis,UPBR,5,12
NISP,NA,spore,1807,NA,Vascular plants,spore,"Pteridophyta (monolete, verrucate)",VACR,2,8
NISP,NA,spore,1890,NA,Vascular plants,spore,Asplenium-type,VACR,1,1
NISP,NA,spore,2194,NA,Fungi,spore,cf. Entophlyctis lobata,FUNG,3,47
NISP,NA,spore,2223,NA,Vascular plants,spore,Lycopodiaceae cf. Diphasiastrum complanatum,VACR,1,2
NISP,NA,spore,2301,NA,Vascular plants,spore,Polypodium vulgare,VACR,30,151
NISP,NA,spore,2343,NA,Unidentified palynomorphs,spore,"Unknown (monolete, psilate)",UNID,2,178
NISP,NA,spore,2613,NA,Vascular plants,spore,Isoëtes lacustris,AQVP,1,2
NISP,NA,spore,2621,NA,Vascular plants,spore,Athyrium-type,VACR,1,1
NISP,NA,spore,2675,NA,Vascular plants,spore,Blechnum,VACR,2,2
NISP,NA,spore,3429,NA,Vascular plants,spore,Thelypteris,VACR,1,3
NISP,NA,spore,3698,NA,Fungi,spore,Microthyrium,FUNG,2,23
NISP,NA,spore,5004,NA,Vascular plants,spore,Gymnocarpium dryopteris,VACR,8,47
NISP,NA,spore,5011,NA,Vascular plants,spore,Lycopodium,VACR,4,8
NISP,NA,spore,5013,NA,Vascular plants,spore,Lycopodium undiff.,VACR,1,1
NISP,NA,spore,5021,NA,Vascular plants,spore,Pilularia,VACR,1,2
NISP,NA,spore,5030,NA,Vascular plants,spore,Pteridophyta (monolete) undiff.,VACR,5,255
NISP,NA,spore,5035,NA,Vascular plants,spore,Phegopteris connectilis,VACR,1,1
NISP,NA,spore,5173,NA,Bryophytes,spore,cf. Riccia,AQBR,1,2
NISP,NA,spore,5174,NA,Bryophytes,spore,Anthoceros laevis-type,UPBR,1,1
NISP,NA,spore,5393,NA,Fungi,spore,Entophlyctis lobata,FUNG,8,59
NISP,NA,spore,5415,NA,Fungi,spore,Diporotheca,FUNG,2,18
NISP,NA,spore,5470,NA,Fungi,spore,Glomus,FUNG,2,13
NISP,NA,spore,5546,NA,Fungi,spore,Microthyrium-type,FUNG,1,7
NISP,NA,spore,5547,NA,Fungi,spore,Sordariaceae,FUNG,1,26
NISP,NA,spore,5559,NA,Vascular plants,spore,Dryopteris dilatata-type,VACR,2,2
NISP,NA,spore,5584,NA,Fungi,spore,Helicoön pluriseptatum,FUNG,3,41
NISP,NA,spore,5778,NA,Vascular plants,spore,"Polypodiophyta (monolete, psilate)",VACR,1,35
NISP,NA,spore,9571,NA,Vascular plants,spore,Phegopteris,VACR,2,2
NISP,NA,spore,9775,NA,Vascular plants,spore,Equisetaceae,VACR,1,1
NISP,NA,spore,15671,NA,Unidentified palynomorphs,spore,Unknown (pre-Quaternary),ANAC,2,25
NISP,NA,spore,23125,NA,Fungi,spore,Meliola,FUNG,1,2
NISP,NA,spore,25917,NA,Fungi,spore,Neurospora,FUNG,1,1
NISP,NA,spore,25930,NA,Fungi,spore,Xylariaceae,FUNG,1,4
NISP,NA,spore,27614,NA,Fungi,spore,Ustulina deusta,FUNG,1,11
NISP,NA,spore,29001,NA,Vascular plants,spore,"Polypodiophyta (monolete, verrucate)",VACR,1,2
NISP,NA,spore,29431,NA,Fungi,spore,Geoglossum sphagnophilum,FUNG,1,15
NISP,NA,spore,30734,NA,Fungi,spore,"Sordaria-type (type 55A, HdV)",FUNG,3,8
NISP,NA,spore,30735,NA,Fungi,spore,"Fungi (type 200, HdV)",FUNG,1,9
NISP,NA,spore,30936,NA,Vascular plants,spore,Adiantum capillus-veneris,VACR,2,2
NISP,NA,spore,31093,NA,Bryophytes,spore,Anthoceros punctatus-type,UPBR,1,1
NISP,NA,spore,31373,NA,Fungi,spore,Byssothecium circinans,FUNG,3,20
NISP,NA,spore,31714,NA,Vascular plants,spore,cf. Diphasiastrum-type,VACR,1,1
NISP,NA,spore,32560,NA,Vascular plants,spore,Cicatricosporites australiensis,PTER,1,1
NISP,NA,spore,32597,NA,Fungi,spore,Coniochaeta cf. C. ligniaria,FUNG,1,13
NISP,NA,spore,32745,NA,Bryophytes,spore,Encalypta-type,UPBR,1,1
NISP,NA,spore,32932,NA,Fungi,spore,Glomus cf. G. fasciculatum,FUNG,1,19
NISP,NA,spore,33986,NA,Vascular plants,spore,Selaginellaceae,VACR,1,1
NISP,NA,spore,34305,NA,Unidentified palynomorphs,spore,"Unknown (type 181, HdV)",UNID,1,4
NISP,NA,spore,34311,NA,Fungi,spore,"Fungi (type 18, HdV)",FUNG,3,47
NISP,NA,spore,34317,NA,Fungi,spore,"Byssothecium circinans (type 16C, HdV)",FUNG,3,38
NISP,NA,spore,34318,NA,Fungi,spore,"Fungi (type 17, HdV)",FUNG,2,11
NISP,NA,spore,34319,NA,Fungi,spore,"Fungi (type 3A, HdV)",FUNG,4,80
NISP,NA,spore,34320,NA,Fungi,spore,"Fungi (type 8E, HdV)",FUNG,2,47
NISP,NA,spore,34321,NA,Fungi,spore,"Fungi (type 83, HdV)",FUNG,3,79
NISP,NA,spore,34322,NA,Fungi,spore,"Fungi (type 90, HdV)",FUNG,4,141
NISP,NA,spore,34323,NA,Fungi,spore,"Fungi (type 571, HdV)",FUNG,2,2
NISP,NA,spore,34324,NA,Fungi,spore,"cf. Endophragmia (type 572, HdV)",FUNG,2,18
NISP,NA,spore,34385,NA,Fungi,spore,"Fungi (type 23, HdV)",FUNG,2,5
NISP,NA,spore,34413,NA,Bryophytes,spore,Aspiromitus punctatus,UPBR,13,38
NISP,NA,spore,34567,NA,Fungi,spore,"Fungi (type 73, HdV)",FUNG,1,10
NISP,NA,spore,34623,NA,Fungi,spore,"Byssothecium circinans (type 16B, HdV)",FUNG,1,1
NISP,NA,spore,34627,NA,Fungi,spore,"Fungi (type 53, HdV)",FUNG,1,34
NISP,NA,spore,34628,NA,Fungi,spore,"Sordariaceae/Sordaria (type 55B, HdV)",FUNG,1,2
NISP,NA,spore,34631,NA,Fungi,spore,"Geoglossum sphagnophilum (type 77A, HdV)",FUNG,2,21
NISP,NA,spore,34634,NA,Fungi,spore,"cf. Spadicoides bina (type 98, HdV)",FUNG,1,1
NISP,NA,spore,34771,NA,Fungi,spore,Delitschia,FUNG,1,1
NISP,NA,spore,34842,NA,Fungi,spore,"Fungi (type 65, HdV)",FUNG,1,1
NISP,NA,spore,34868,NA,Fungi,spore,"Brachysporium obovatum/B. bloxami/Bactrodesmium betulicola (type 359, HdV)",FUNG,1,2
NISP,NA,spore,34871,NA,Fungi,spore,"Helicosporium/Helicoön pluriseptatum (type 30, HdV)",FUNG,1,20
NISP,NA,spore,34881,NA,Fungi,spore,"Fungi (type 173, HdV)",FUNG,1,1
NISP,NA,spore,34917,NA,Fungi,spore,"Fungi (type 20, HdV)",FUNG,2,4
NISP,NA,spore,37337,NA,Fungi,spore,"Fungi (type 729, HdV)",FUNG,1,7
NISP,NA,spore,37341,NA,Fungi,spore,"Podospora sp./Zopfiella sp. (type 466, HdV)",FUNG,1,6
NISP,NA,spore,37343,NA,Fungi,spore,Fungi (type 778. HdV),FUNG,1,1
NISP,NA,spore,37357,NA,Fungi,spore,"Brachysporium pendulisporum (type 360, HdV)",FUNG,1,1
NISP,NA,spore,37359,NA,Fungi,spore,"Byssothecium circinans (type 16A, HdV)",FUNG,1,3
NISP,NA,spore,37394,NA,Fungi,spore,"Sporormiella (type 113, HdV)",FUNG,1,10
NISP,NA,spore,37551,NA,Fungi,spore,"cf. Actinopeltis (type 8C, HdV)",FUNG,1,12
NISP,NA,spore,38263,NA,Algae,spore,"Algae (type 209, HdV)",ALGA,1,1
NISP,NA,spore,38524,NA,Fungi,spore,"Ustulina deusta (type 44, HdV)",FUNG,1,23
NISP,NA,spore,38542,NA,Fungi,spore,"Tilletia sphagni (type 27, HdV)",FUNG,1,28
NISP,NA,spore,38559,NA,Fungi,spore,"Pleospora sp. (type 3B, HdV)",FUNG,1,2
NISP,NA,spore,38563,NA,Fungi,spore,"Lasiosphaeria sp. (type 63C, HdV)",FUNG,1,2
NISP,NA,spore,38575,NA,Fungi,spore,Entorrhiza sp. (type HdV-527),FUNG,1,3
NISP,NA,spore,38580,NA,Fungi,spore,"Fungi (type 123, HdV)",FUNG,1,2
NISP,NA,spore,38584,NA,Unidentified palynomorphs,spore,"Unknown (type 708, HdV)",UNID,1,8
NISP,NA,spore,38620,NA,Fungi,spore,"Clasterosporium caricinum (type 126, HdV)",FUNG,1,37
NISP,NA,spore,38621,NA,Fungi,spore,"Coniochaeta ligniaria (type 172, HdV)",FUNG,1,9
NISP,NA,spore,38626,NA,Fungi,spore,"cf. Richonia variospora (type 140, HdV)",FUNG,2,15
NISP,NA,spore,41780,NA,Fungi,spore,"Fungi (type 404, HdV)",FUNG,1,1
NISP,NA,spore,41792,NA,Fungi,spore,"Gelasinospora (type 1A, HdV)",FUNG,1,5
NISP,NA,spore,41793,NA,Fungi,spore,"Gelasinospora (type 1B, HdV)",FUNG,1,1
NISP,NA,sporocarp,9995,NA,Fungi,sporocarp,Microthyriaceae,FUNG,7,78
NISP,NA,stomate,210,NA,Vascular plants,stomate,Picea,TRSH,4,34
NISP,NA,stomate,385,NA,Vascular plants,stomate,Pinus,TRSH,2,30
NISP,NA,test,559,NA,Testate amoebae,test,Amphitrema,TEAM,5,119
NISP,NA,test,561,NA,Testate amoebae,test,Amphitrema wrightianum,TEAM,5,18
NISP,NA,test,570,NA,Testate amoebae,test,Assulina,TEAM,6,30
NISP,NA,test,571,NA,Testate amoebae,test,Assulina muscorum,TEAM,7,189
NISP,NA,test,572,NA,Testate amoebae,test,Assulina seminulum,TEAM,3,51
NISP,NA,test,608,NA,Testate amoebae,test,Difflugia,TEAM,1,2
NISP,NA,test,619,NA,Testate amoebae,test,Euglypha,TEAM,8,66
NISP,NA,test,626,NA,Testate amoebae,test,Hyalosphenia papilio,TEAM,1,2
NISP,NA,test,1189,NA,Testate amoebae,test,Arcella,TEAM,14,79
NISP,NA,test,1191,NA,Testate amoebae,test,Centropyxis,TEAM,1,2
NISP,NA,test,1194,NA,Testate amoebae,test,Hyalosphenia subflava,TEAM,5,12
